,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,5503.221083366612
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,925.2029452667348
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1778.731750675187
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1701.1382229107821
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,71.67413985828352
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,770.015889737926
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,692.4223619735212
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,5580.814611131016
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8296.58808288518
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,7132.685166419109
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,71.67413985828352
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,925.2029452667348
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,13495.354443100292
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,537.2353064447116
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,847.6094175023304
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,14116.10266521553
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5968.782249953039
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,304.45472315149755
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,3330.6023059632803
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,9460.49099935125
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5503.221083366612
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5658.408138895422
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,1080.3900007955444
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,5503.221083366612
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,10934.76802687494
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,3330.6023059632803
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,7210.278694183515
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,5968.782249953039
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,6356.749888775064
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,5580.814611131016
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,5968.782249953039
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,9693.271582644466
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,2089.105861732806
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,-316.2934989637399
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4727.285805722566
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,2089.105861732806
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,149.26766762268835
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,770.015889737926
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,5580.814611131016
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,13417.76091533589
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,5736.001666659826
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,9926.05216593768
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,149.26766762268835
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1623.5446951463773
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,71.67413985828352
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,7210.278694183515
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,-161.1064434349305
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,925.2029452667348
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,7365.465749712324
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,925.2029452667348
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,847.6094175023304
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5580.814611131016
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9382.897471586846
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,2089.105861732806
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,537.2353064447116
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,9460.49099935125
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,7831.0269162987515
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,226.86119538709318
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,-238.6999711993351
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9460.49099935125
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,304.45472315149755
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,8141.401027356371
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,5580.814611131016
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,5503.221083366612
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,8762.149249471608
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4727.285805722566
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,5580.814611131016
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,537.2353064447116
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,3175.4152504344706
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,614.8288342091164
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4804.87933348697
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,3951.350528078518
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,4727.285805722566
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,149.26766762268835
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,9460.49099935125
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,6356.749888775064
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,925.2029452667348
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,5580.814611131016
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3175.4152504344706
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,10391.613332524106
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,10236.426276995298
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,3330.6023059632803
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1933.9188062039962
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,7210.278694183515
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,304.45472315149755
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,8141.401027356371
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3640.9764170208996
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,11245.142137932558
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,226.86119538709318
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1623.5446951463773
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,8917.336305000417
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,3175.4152504344706
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1778.731750675187
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3408.195833727685
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,7287.872221947919
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5658.408138895422
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5503.221083366612
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,3175.4152504344706
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,9382.897471586846
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,13262.57385980708
1256,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,71.67413985828352
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,-238.6999711993351
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,2244.2929172616145
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,847.6094175023304
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,-238.6999711993351
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,5503.221083366612
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1778.731750675187
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,5658.408138895422
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,10934.76802687494
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,5580.814611131016
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,2011.512333968401
1267,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,5813.5951944242315
1268,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,5658.408138895422
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,71.67413985828352
1270,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,5270.440500073397
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,149.26766762268835
1272,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,4028.944055842923
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5658.408138895422
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,71.67413985828352
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,847.6094175023304
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,3253.0087781988755
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,3175.4152504344706
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,-471.4805544925491
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,6201.562833246255
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,71.67413985828352
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,459.64177868030674
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,6511.936944303872
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,149.26766762268835
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,8063.807499591967
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,7443.059277476728
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13262.57385980708
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,3175.4152504344706
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,770.015889737926
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1623.5446951463773
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,71.67413985828352
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,8374.181610649586
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3951.350528078518
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,-83.51291567052567
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,382.0482509159024
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,71.67413985828352
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,4339.318166900541
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5503.221083366612
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,925.2029452667348
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,9382.897471586846
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,3330.6023059632803
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,304.45472315149755
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,770.015889737926
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,847.6094175023304
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,5580.814611131016
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,5658.408138895422
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5580.814611131016
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,3175.4152504344706
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,2166.6993894972097
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,9382.897471586846
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,5580.814611131016
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1701.1382229107821
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,5503.221083366612
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3253.0087781988755
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,1778.731750675187
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,847.6094175023304
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,4028.944055842923
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,1856.3252784395913
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,13417.76091533589
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,14116.10266521553
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,6667.12399983268
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,3175.4152504344706
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,6046.375777717445
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,2089.105861732806
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,11245.142137932558
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,149.26766762268835
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1623.5446951463773
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,6046.375777717445
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,71.67413985828352
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1701.1382229107821
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4804.87933348697
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,71.67413985828352
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3175.4152504344706
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,3640.9764170208996
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6667.12399983268
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,9150.11688829363
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,7055.091638654705
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,6046.375777717445
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5580.814611131016
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,-83.51291567052567
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,15357.599109446008
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,847.6094175023304
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,770.015889737926
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,6589.530472068276
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,1856.3252784395913
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,847.6094175023304
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,2244.2929172616145
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3175.4152504344706
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2011.512333968401
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,3330.6023059632803
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,71.67413985828352
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,5658.408138895422
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1701.1382229107821
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2787.4476116124474
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,6046.375777717445
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1080.3900007955444
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,226.86119538709318
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,-83.51291567052567
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,10934.76802687494
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1701.1382229107821
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3253.0087781988755
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,847.6094175023304
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4727.285805722566
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2321.8864450260194
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,6977.498110890299
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1701.1382229107821
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1623.5446951463773
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,5580.814611131016
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2632.2605560836387
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,3330.6023059632803
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,71.67413985828352
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,71.67413985828352
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,-5.919387906121301
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,5503.221083366612
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,6822.31105536149
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,9848.458638173275
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,2089.105861732806
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,925.2029452667348
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,9615.67805488006
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1778.731750675187
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,847.6094175023304
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,5503.221083366612
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,537.2353064447116
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,925.2029452667348
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,4727.285805722566
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10081.239221466489
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,5736.001666659826
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,692.4223619735212
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,3485.78936149209
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9382.897471586846
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,5580.814611131016
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,11012.361554639345
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4727.285805722566
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,6201.562833246255
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,3796.1634725497092
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,226.86119538709318
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,71.67413985828352
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,5580.814611131016
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,226.86119538709318
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,5891.188722188635
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4727.285805722566
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,1933.9188062039962
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,9382.897471586846
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5580.814611131016
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,11400.329193461368
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5580.814611131016
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,5736.001666659826
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,71.67413985828352
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,13495.354443100292
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1933.9188062039962
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,5580.814611131016
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,9460.49099935125
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2089.105861732806
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1390.7641118531628
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,4727.285805722566
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2166.6993894972097
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,537.2353064447116
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4727.285805722566
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3951.350528078518
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,1623.5446951463773
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,6744.717527597086
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1933.9188062039962
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,-471.4805544925491
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,5192.846972308993
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,692.4223619735212
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,226.86119538709318
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,3253.0087781988755
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,5891.188722188635
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,6744.717527597086
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4727.285805722566
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,925.2029452667348
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,3253.0087781988755
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3485.78936149209
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3408.195833727685
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,6744.717527597086
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,9926.05216593768
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,71.67413985828352
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,2244.2929172616145
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,226.86119538709318
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9460.49099935125
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,3175.4152504344706
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4572.098750193756
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,3175.4152504344706
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,-316.2934989637399
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,3175.4152504344706
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,6046.375777717445
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,770.015889737926
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,9770.86511040887
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6899.904583125895
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,7132.685166419109
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,-161.1064434349305
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,459.64177868030674
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,3175.4152504344706
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4804.87933348697
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,304.45472315149755
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,14348.883248508748
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,7055.091638654705
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,71.67413985828352
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1623.5446951463773
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,2011.512333968401
